age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
9,0,0,11,8,1,0,3,0,0,0,0,12,0,0
3,4,3,9,12,2,8,1,1,0,0,0,15,0,0
3,0,5,9,12,2,3,1,0,0,0,0,12,0,0
4,0,6,11,8,2,8,1,4,0,0,0,12,0,0
13,0,7,9,12,0,5,0,0,0,0,0,15,0,1
1,0,8,11,8,2,8,1,0,0,0,0,6,0,0
1,0,4,11,8,2,3,1,0,0,0,0,10,0,0
8,0,2,11,8,2,7,3,4,0,0,0,16,0,0
18,0,2,11,8,1,2,3,0,0,0,0,4,0,0
1,0,4,15,9,2,2,1,0,0,0,0,6,0,0
1,0,4,15,9,2,2,3,0,0,0,0,9,0,0
16,0,4,6,4,3,7,5,0,0,0,0,12,20,0
4,0,4,15,9,3,11,3,0,0,0,0,9,31,0
0,8,1,11,8,2,14,1,0,0,0,10,10,0,0
5,0,0,15,9,1,8,3,0,0,0,0,10,4,0
10,0,4,12,13,2,4,3,0,0,0,18,15,0,1
9,0,2,9,12,2,3,3,0,0,0,0,12,0,0
17,0,1,5,3,4,2,3,0,0,0,0,12,0,0
16,0,4,11,8,3,2,3,0,0,0,0,7,0,0
14,4,2,12,13,1,5,5,4,0,0,0,11,0,1
2,0,4,11,8,2,8,3,0,0,0,0,9,0,0
5,0,3,10,15,2,5,3,0,0,0,0,4,0,0
11,0,12,6,4,1,4,5,0,0,0,0,12,0,0
12,4,5,11,8,0,0,0,0,0,0,11,12,0,1
18,8,4,11,8,4,14,3,3,0,0,0,10,3,0
5,0,4,11,8,2,2,5,4,0,0,0,10,0,0
1,0,4,11,8,2,2,1,4,0,0,0,12,0,0
1,0,2,11,8,2,4,4,0,0,0,0,12,0,0
20,4,4,11,8,4,4,4,0,0,0,0,10,0,0
12,0,1,11,8,0,8,0,0,0,0,0,12,5,1
10,8,2,11,8,1,14,3,0,0,0,0,12,0,0
17,4,4,11,8,1,2,3,4,0,0,0,10,0,0
9,0,1,15,9,1,2,5,0,0,0,0,9,0,0
1,0,5,11,8,2,2,4,0,0,0,0,10,0,0
7,5,5,9,12,0,8,0,0,0,0,0,12,0,1
7,0,3,8,10,2,8,1,0,0,0,0,11,0,0
8,0,0,9,12,0,4,0,0,0,0,0,12,0,0
0,0,1,0,5,2,2,1,0,0,0,0,2,0,0
4,0,4,15,9,0,8,0,0,0,2,0,10,0,1
7,0,3,12,13,2,5,3,0,0,0,9,12,0,0
3,0,5,8,10,2,7,1,0,0,0,0,12,0,0
2,0,4,11,8,0,11,0,0,0,1,0,12,0,0
3,0,3,8,10,3,8,5,0,0,0,0,10,0,0
4,4,3,7,11,2,5,1,4,0,0,0,11,0,0
2,0,4,11,8,2,8,1,0,0,0,0,4,0,0
2,0,3,11,8,2,8,3,0,0,0,0,15,0,0
7,8,5,11,8,1,14,5,0,0,0,0,6,0,0
0,0,2,1,6,2,3,1,0,0,0,0,9,0,0
6,0,3,12,13,3,5,3,0,0,0,0,10,13,0
9,0,2,6,4,2,11,5,0,0,0,0,12,29,0
7,5,0,9,12,1,5,3,0,0,0,0,17,0,0
10,0,3,11,8,1,4,5,0,0,0,0,12,0,0
16,4,8,11,8,0,8,0,0,0,0,0,11,0,1
6,0,3,15,9,1,2,5,0,0,0,0,12,0,0
6,0,2,15,9,2,4,3,4,0,0,0,12,0,0
7,0,3,15,9,2,8,4,4,0,0,0,12,0,0
2,0,1,11,8,2,2,3,0,0,0,0,12,0,0
1,0,1,15,9,2,0,3,0,0,0,0,15,0,0
13,0,3,15,9,1,8,5,0,0,0,0,12,0,0
16,4,2,11,8,5,2,3,0,0,0,0,7,0,0
9,0,2,1,6,1,2,5,4,0,0,0,11,0,0
4,0,2,11,8,0,2,0,0,0,0,0,12,0,1
15,0,3,3,1,4,11,3,4,0,0,0,9,0,0
6,0,6,9,12,2,4,1,0,0,3,0,12,0,1
4,0,3,8,10,5,0,1,0,0,0,0,12,0,0
18,0,2,11,8,2,2,4,4,0,0,0,0,0,0
4,0,2,11,8,1,2,3,0,0,0,0,9,0,0
1,0,3,7,11,2,3,1,0,0,0,0,7,0,0
2,0,5,9,12,2,6,4,0,0,0,0,12,12,0
12,0,4,13,0,3,2,5,0,0,0,0,12,36,0
10,0,3,11,8,0,8,0,0,0,0,0,7,0,1
8,0,8,8,10,0,0,0,0,0,0,0,11,0,1
1,4,4,15,9,2,8,1,0,0,0,0,12,20,0
7,0,7,11,8,1,8,5,0,0,0,0,12,0,0
15,0,4,11,8,1,3,3,0,0,0,0,4,0,0
1,0,1,11,8,2,8,1,0,0,0,0,12,0,0
7,1,7,11,8,1,4,3,1,0,0,0,22,10,1
7,3,0,15,9,1,8,3,0,0,0,0,15,0,0
12,0,3,9,12,4,5,5,0,0,0,0,12,0,0
11,0,3,9,12,0,4,0,0,0,0,0,12,0,1
6,0,3,8,10,2,5,5,0,0,0,0,17,0,0
6,1,1,11,8,1,2,5,0,0,0,0,14,0,0
10,0,3,15,9,0,8,0,0,0,0,0,7,4,1
21,0,3,11,8,4,11,5,0,0,0,0,3,12,0
11,8,3,0,5,0,14,0,0,0,0,0,6,12,0
2,3,5,15,9,2,8,3,0,0,0,0,12,0,0
5,5,4,11,8,1,8,5,0,0,0,0,9,0,0
9,4,4,11,8,3,2,3,4,0,0,0,19,41,0
4,0,3,11,8,2,2,1,4,0,0,0,12,41,0
1,0,5,2,7,2,8,1,0,0,0,0,7,0,0
7,0,2,11,8,3,1,5,0,0,0,0,12,0,0
3,0,4,11,8,2,8,1,0,0,0,0,12,0,0
7,0,0,9,12,3,4,5,0,0,0,0,13,0,0
8,0,2,15,9,0,4,0,0,0,0,0,14,0,1
10,0,7,5,3,4,2,5,0,0,0,0,6,0,0
1,2,2,11,8,2,8,1,0,0,0,0,6,0,0
12,0,2,9,12,2,5,5,0,0,0,0,12,0,0
6,0,2,9,12,2,5,3,0,0,0,0,12,0,0
2,4,8,15,9,2,8,3,0,0,0,0,17,0,0
1,5,1,11,8,2,2,1,1,0,0,0,12,0,0
3,0,5,11,8,3,2,5,4,0,0,0,12,0,0
1,0,0,15,9,2,3,1,0,0,0,0,6,0,0
8,0,1,9,12,2,4,3,0,0,0,0,12,0,0
1,0,5,15,9,2,3,1,0,0,0,0,1,0,0
4,0,5,11,8,5,3,5,0,0,0,0,7,0,0
2,0,2,15,9,2,2,1,0,0,0,11,9,0,0
4,0,0,8,10,1,2,5,2,0,0,0,12,0,0
3,0,3,11,8,0,7,0,4,0,0,0,12,0,0
23,0,3,9,12,2,2,3,0,0,0,0,12,0,0
6,5,4,11,8,1,10,5,0,0,0,0,12,0,0
1,0,1,6,4,2,8,5,4,0,0,0,6,0,0
6,0,3,15,9,1,2,5,0,0,0,0,12,0,0
12,3,2,11,8,1,8,5,4,0,0,0,12,0,0
9,2,3,7,11,0,4,0,0,0,0,0,12,0,1
3,1,4,11,8,2,2,5,0,0,0,0,9,0,0
9,0,3,15,9,1,4,1,0,0,0,0,12,0,0
1,0,2,11,8,2,8,1,0,0,0,0,12,0,0
16,0,3,11,8,1,7,3,0,0,0,0,12,0,0
9,0,0,10,15,5,5,5,2,0,0,0,12,0,0
10,0,2,9,12,1,8,5,0,0,0,0,10,0,0
15,0,0,11,8,1,2,5,0,0,0,0,10,0,0
2,0,3,8,10,2,0,1,0,0,0,0,11,0,0
1,0,1,15,9,2,3,1,0,0,0,0,2,0,0
7,0,2,11,8,0,8,0,0,0,1,0,12,0,0
4,0,5,11,8,2,5,3,0,0,0,0,15,0,0
13,0,5,11,8,0,5,0,0,0,0,0,15,0,1
7,0,3,9,12,0,2,0,0,0,0,0,7,17,0
2,0,6,11,8,2,3,1,4,0,0,0,12,0,0
7,2,12,9,12,2,2,3,0,0,0,0,15,0,1
1,0,4,15,9,2,2,1,0,0,0,0,3,0,0
13,0,3,6,4,4,2,3,0,0,0,0,7,3,0
10,3,2,7,11,1,8,3,4,0,0,11,12,0,0
1,8,1,15,9,2,14,1,0,0,0,0,5,0,0
3,0,3,7,11,2,0,4,0,0,0,0,6,0,0
2,0,3,7,11,2,2,1,0,0,0,0,6,0,0
16,4,4,11,8,1,8,5,0,0,0,0,11,0,0
6,0,7,9,12,2,0,3,0,0,0,0,14,0,1
3,8,3,11,8,1,14,3,0,0,0,0,4,0,0
7,0,2,12,13,2,5,3,0,0,0,0,11,0,1
5,0,5,9,12,2,5,3,1,0,0,0,7,41,0
13,0,8,8,10,1,8,3,0,0,0,0,11,0,0
4,4,6,9,12,2,5,3,0,0,0,0,14,0,0
21,8,1,15,9,4,14,5,1,0,0,0,0,0,0
8,0,6,11,8,1,2,3,0,0,0,0,12,0,0
12,0,2,11,8,1,8,3,0,0,0,0,14,0,0
3,0,0,15,9,2,2,1,0,0,0,0,15,0,0
8,0,4,11,8,3,2,3,0,0,0,0,12,36,0
11,0,0,2,7,2,8,5,4,0,0,0,12,0,0
4,1,3,12,13,0,4,0,0,0,0,0,9,0,1
1,0,2,15,9,0,8,4,0,0,0,0,12,0,0
1,0,3,11,8,2,2,3,0,0,0,10,12,0,0
3,0,4,11,8,0,1,0,0,0,0,0,11,0,0
5,0,4,7,11,2,0,1,0,0,0,0,4,0,0
7,0,7,7,11,2,2,3,0,0,0,0,25,0,1
11,2,3,8,10,1,4,3,0,0,2,0,22,0,1
11,0,4,7,11,1,5,5,0,0,0,0,12,0,0
13,5,4,7,11,1,8,5,2,0,0,0,12,0,0
19,0,3,11,8,4,2,3,0,0,0,0,15,0,0
15,0,6,15,9,0,1,0,0,0,3,0,12,0,1
3,8,6,11,8,1,14,1,0,0,0,0,12,0,0
5,8,4,11,8,4,14,5,0,0,0,0,11,0,0
6,8,3,11,8,1,14,3,0,0,0,0,12,0,0
9,0,1,0,5,1,7,5,0,0,0,0,12,0,0
7,0,2,15,9,2,8,1,0,0,0,14,12,0,0
9,0,4,4,2,5,11,3,0,0,0,0,10,20,0
2,0,3,11,8,2,8,5,0,0,0,0,12,0,0
11,0,1,12,13,2,5,3,0,0,0,0,12,0,0
0,0,6,1,6,2,8,1,0,0,0,0,4,0,0
7,3,3,9,12,0,4,0,0,0,0,0,12,0,0
3,0,2,15,9,0,4,0,0,0,0,0,12,0,0
3,0,1,0,5,0,8,0,0,0,0,0,12,0,0
8,0,4,7,11,2,2,5,4,0,0,0,9,0,0
16,0,3,0,5,4,1,5,4,0,0,12,12,0,0
0,8,0,1,6,2,14,1,0,0,0,0,10,0,0
0,4,3,0,5,2,12,1,0,0,0,0,1,0,0
10,0,3,12,13,0,4,0,0,0,4,0,10,0,1
4,0,2,8,10,2,11,1,0,0,0,0,12,0,0
10,4,3,12,13,1,5,3,0,0,0,0,12,0,0
17,0,3,11,8,0,5,0,0,0,0,0,7,0,0
3,0,3,9,12,2,5,4,0,0,0,0,12,0,0
15,4,2,11,8,1,8,3,0,0,0,0,4,0,0
13,0,3,11,8,1,2,5,0,0,0,0,11,0,0
16,0,0,11,8,1,2,4,0,0,0,0,31,0,0
15,5,2,15,9,1,8,3,0,0,0,14,12,0,0
1,0,6,15,9,2,2,1,0,0,0,0,7,0,0
7,0,6,7,11,1,8,5,0,0,0,0,13,0,0
8,0,1,9,12,0,5,0,0,0,0,0,12,0,1
5,0,3,11,8,0,8,1,0,0,0,0,6,0,0
16,1,3,11,8,0,3,0,0,0,0,0,7,0,0
1,0,1,11,8,2,2,1,0,0,0,0,7,0,0
3,0,1,8,10,1,8,3,0,0,0,0,17,0,0
5,0,3,9,12,2,8,3,0,0,1,0,12,0,0
10,3,1,11,8,0,8,0,0,0,0,0,11,0,0
3,0,4,5,3,2,11,1,0,0,0,0,10,36,0
13,0,7,12,13,2,4,3,0,0,0,0,19,0,1
13,0,2,9,12,2,5,3,0,0,0,0,12,0,0
4,0,3,9,12,2,5,3,3,0,0,10,12,0,0
8,0,4,11,8,1,4,5,4,0,31,0,12,0,1
18,0,6,11,8,4,11,5,0,0,0,0,7,0,0
12,8,3,11,8,4,14,3,4,0,0,0,12,0,0
17,3,0,6,4,1,2,5,0,0,0,0,12,0,0
15,0,7,9,12,1,4,3,0,0,0,0,14,0,0
11,0,4,15,9,2,7,3,0,0,0,0,16,0,0
3,0,3,9,12,2,8,1,0,0,0,0,6,0,0
15,8,3,9,12,2,14,5,0,0,0,0,6,0,0
2,0,0,15,9,2,8,5,3,0,0,0,12,0,0
1,0,2,15,9,2,3,1,0,0,0,0,12,0,0
2,0,9,8,10,3,4,1,0,0,0,0,12,0,0
3,4,2,7,11,2,8,1,4,0,0,0,11,0,0
3,0,1,9,12,2,3,1,0,0,0,0,9,0,0
6,0,1,11,8,1,8,5,4,0,0,0,12,0,0
10,4,4,15,9,1,8,5,0,0,0,0,12,0,0
9,4,4,12,13,1,5,3,0,0,0,0,15,0,0
7,3,6,12,13,1,0,3,0,0,0,0,12,0,1
3,5,6,9,12,2,8,3,0,0,0,0,25,0,0
11,0,3,11,8,0,3,1,0,0,0,0,11,0,1
6,0,2,15,9,2,8,3,0,0,2,0,15,0,0
3,0,3,15,9,2,3,1,0,0,0,0,5,0,0
1,0,8,15,9,2,2,1,0,0,0,0,12,0,0
4,5,3,11,8,2,8,3,0,0,0,0,12,0,0
3,4,4,9,12,2,5,3,4,0,0,0,12,0,0
9,4,3,9,12,0,5,0,4,0,0,0,12,0,1
4,0,3,9,12,2,8,3,0,0,0,0,11,0,0
8,0,2,12,13,0,5,0,0,0,0,12,7,0,1
15,0,10,11,8,1,4,3,0,0,0,0,12,0,0
0,0,3,15,9,2,8,1,0,0,0,0,6,0,0
3,0,8,8,10,2,4,3,4,0,0,0,12,0,0
1,0,3,15,9,2,3,1,0,0,0,0,10,0,0
7,8,2,9,12,1,14,5,0,0,0,0,4,41,0
8,0,7,12,13,2,8,3,0,0,0,0,15,16,1
1,0,3,15,9,2,8,1,0,0,0,0,7,0,0
10,0,0,11,8,2,2,3,4,0,0,0,14,0,0
14,0,1,11,8,4,4,3,0,0,0,0,25,0,0
3,0,3,11,8,0,8,0,0,0,0,0,15,0,1
9,3,3,12,13,2,4,3,0,0,4,0,19,0,1
2,0,7,15,9,2,8,1,0,0,0,0,6,0,0
3,0,3,12,13,2,4,3,0,0,0,0,13,0,0
0,0,1,1,6,2,3,1,0,0,0,0,4,0,0
9,0,3,11,8,0,4,0,0,0,0,0,12,0,1
1,3,0,11,8,6,3,0,0,0,0,0,12,0,0
20,0,5,9,12,1,0,1,0,0,0,0,4,0,0
1,0,2,15,9,2,3,3,0,0,0,0,9,0,0
3,0,5,11,8,2,1,5,4,0,0,0,12,0,0
1,0,4,11,8,2,3,1,0,0,0,0,12,0,0
9,0,2,15,9,1,0,3,0,0,0,0,12,0,0
1,8,6,15,9,2,14,1,0,0,0,0,10,0,0
6,0,3,11,8,3,3,3,0,0,0,0,14,0,0
1,0,2,11,8,2,1,4,0,0,0,0,4,0,0
13,0,3,15,9,1,4,5,0,0,0,0,12,0,0
4,0,2,15,9,2,8,3,0,0,0,0,12,0,0
8,0,4,7,11,1,4,5,4,0,0,0,10,18,0
11,1,3,15,9,2,2,5,4,0,0,0,12,0,0
18,0,3,11,8,4,2,5,4,0,0,0,6,18,0
7,0,1,9,12,0,4,0,0,0,0,11,12,0,1
3,0,4,11,8,2,2,1,4,0,0,0,12,0,0
12,0,5,9,12,1,4,5,0,0,0,0,15,0,0
3,0,0,15,9,2,8,3,4,0,0,0,12,0,0
7,0,1,11,8,2,7,5,2,0,0,0,12,0,0
7,5,0,7,11,2,8,3,0,0,0,0,12,0,0
9,0,1,11,8,3,8,5,0,0,0,0,14,0,0
4,0,6,9,12,2,3,3,0,0,0,0,15,0,0
7,0,9,6,4,1,3,3,0,0,0,0,12,0,0
8,4,3,15,9,0,8,0,0,0,0,0,12,0,0
9,4,4,12,13,1,5,5,0,0,0,0,17,0,0
1,0,4,15,9,0,8,0,0,0,0,0,8,0,0
17,8,2,11,8,0,14,0,0,0,0,0,12,0,0
2,0,7,15,9,2,3,3,0,0,0,0,6,0,0
9,0,0,11,8,5,8,5,0,0,0,0,12,0,0
0,0,3,15,9,2,3,1,0,0,0,0,10,0,0
1,8,4,15,9,2,14,1,0,0,0,0,1,0,0
14,3,3,9,12,3,2,5,0,0,0,0,22,41,0
4,0,3,11,8,2,7,5,0,0,0,0,12,0,0
3,8,4,4,2,2,14,5,0,0,0,0,7,36,0
10,0,1,15,9,1,6,5,0,0,0,0,12,0,0
1,8,5,15,9,0,14,0,0,0,1,0,12,0,0
1,0,4,15,9,2,3,1,4,0,0,0,4,0,0
13,0,5,4,2,3,1,5,4,0,1,0,12,0,0
2,0,0,9,12,2,5,3,0,0,0,0,2,0,0
8,0,2,15,9,1,4,5,0,0,0,0,17,0,0
1,0,4,11,8,2,2,3,0,0,0,0,14,0,0
9,8,5,9,12,0,14,0,0,0,0,0,9,0,1
5,0,6,15,9,1,8,5,0,0,0,0,12,0,0
8,0,5,11,8,5,1,5,0,0,0,0,12,0,0
2,8,1,15,9,3,14,3,0,0,0,0,12,0,0
7,0,2,12,13,2,5,3,0,0,0,0,12,0,0
7,5,1,11,8,2,8,4,0,0,0,0,12,0,0
1,0,6,15,9,2,2,1,0,0,0,0,6,0,0
15,0,2,4,2,1,7,3,0,0,0,0,12,0,0
6,0,3,11,8,0,2,0,0,0,0,0,11,36,0
12,8,3,1,6,1,14,5,4,0,0,0,2,28,0
9,0,2,14,14,0,5,0,0,0,0,0,12,0,1
3,4,2,9,12,2,5,3,0,0,1,0,10,0,0
7,0,1,11,8,2,2,1,1,0,0,0,12,15,0
6,0,1,9,12,1,3,3,0,0,0,0,15,0,1
15,0,3,11,8,1,8,3,0,0,0,0,12,0,0
4,2,1,15,9,3,3,1,0,0,0,0,12,0,0
3,0,1,11,8,2,2,1,0,0,0,0,2,0,0
9,4,0,15,9,1,2,3,4,0,0,0,7,0,0
11,0,2,11,8,1,5,5,2,0,0,0,12,0,0
3,0,2,9,12,0,8,0,0,0,0,0,12,0,0
10,0,9,11,8,1,8,3,0,0,0,0,12,0,0
10,0,4,9,12,3,7,5,4,0,0,0,1,0,0
3,0,3,9,12,2,3,3,0,0,0,12,12,0,0
19,0,3,11,8,2,8,3,0,0,0,0,11,0,0
3,4,7,9,12,1,12,3,0,0,0,0,12,0,0
17,4,3,9,12,0,8,0,0,0,0,8,11,0,0
4,0,2,9,12,2,4,3,0,0,0,0,12,0,0
14,0,3,11,8,2,8,3,0,0,0,0,12,0,0
7,0,1,1,6,0,3,0,0,0,0,0,12,0,0
1,0,4,15,9,2,2,1,0,0,0,0,10,0,0
0,1,0,15,9,2,1,3,0,0,0,0,10,0,0
2,0,3,1,6,2,3,5,0,0,0,0,9,0,0
10,0,7,15,9,1,2,3,0,0,0,0,9,0,0
1,8,2,11,8,2,14,1,0,0,0,0,2,0,0
10,4,7,15,9,1,8,3,0,0,0,0,6,20,0
8,0,0,11,8,1,2,5,0,0,0,0,12,0,0
3,5,4,9,12,2,5,3,0,0,0,0,2,0,0
10,0,3,15,9,1,8,3,0,0,0,0,12,0,0
15,0,5,8,10,5,4,3,0,0,0,0,14,0,0
3,0,11,11,8,2,8,3,0,0,0,0,11,0,0
21,8,4,7,11,4,14,3,0,0,0,0,12,0,0
6,0,3,11,8,3,8,5,0,0,0,0,12,0,0
21,0,1,15,9,1,8,3,0,0,0,0,2,0,0
12,0,3,11,8,1,3,1,0,0,0,0,6,0,0
22,8,0,0,5,5,14,3,0,0,0,0,1,0,0
7,0,3,15,9,0,0,0,0,0,1,0,12,0,0
11,0,2,11,8,1,4,5,4,0,0,0,12,0,0
16,0,4,15,9,5,8,5,4,0,0,0,12,0,0
3,0,4,7,11,3,1,3,3,0,0,0,12,0,0
6,8,2,0,5,0,14,0,0,0,0,0,12,0,0
3,0,5,9,12,2,8,3,4,0,0,0,12,0,0
3,0,2,8,10,2,8,3,0,0,0,0,14,0,0
3,0,3,15,9,2,3,1,0,0,0,0,7,0,0
7,0,3,11,8,2,3,4,1,0,0,0,12,41,0
2,0,4,15,9,2,8,3,0,0,0,0,12,0,0
13,1,3,9,12,0,4,0,0,0,0,0,7,0,0
4,0,3,11,8,0,4,0,0,0,0,0,12,0,0
1,8,2,15,9,2,14,1,0,0,0,0,12,0,0
5,3,6,9,12,2,12,3,0,0,0,0,19,0,1
3,0,1,11,8,2,8,3,0,0,0,0,12,0,0
11,4,4,0,5,1,12,5,0,0,0,0,6,0,0
9,0,2,11,8,0,8,0,0,0,0,0,10,0,0
1,0,0,11,8,2,3,1,2,0,0,0,7,0,0
6,0,2,7,11,2,0,5,0,0,0,0,12,0,0
6,0,6,8,10,2,4,5,4,0,0,0,12,0,0
3,0,2,11,8,2,2,1,0,0,0,0,9,0,0
7,0,5,12,13,2,5,3,1,0,0,0,12,27,1
13,4,2,11,8,0,4,0,0,0,0,0,10,0,0
18,0,2,15,9,3,8,3,0,0,0,0,11,0,0
1,1,1,1,6,2,8,1,0,0,0,0,9,0,0
10,0,3,10,15,1,5,5,4,0,0,19,10,0,1
7,0,4,11,8,5,2,5,4,0,0,0,10,28,0
1,0,6,15,9,2,7,1,0,0,0,0,12,0,0
9,0,3,5,3,3,7,5,4,0,0,0,12,0,0
3,0,3,11,8,2,8,1,0,0,0,0,12,0,0
2,8,7,15,9,1,14,3,0,0,0,0,10,0,0
10,5,0,12,13,1,4,3,0,0,0,0,22,0,0
7,0,3,4,2,2,8,4,0,0,0,0,12,20,0
12,1,3,11,8,1,4,3,0,0,31,0,10,0,1
1,0,2,15,9,2,8,1,0,0,0,0,2,0,0
15,8,2,12,13,2,14,3,0,0,0,0,15,0,1
3,4,5,11,8,2,8,1,0,0,0,0,12,0,0
19,0,3,3,1,4,7,3,0,0,0,0,10,26,0
18,0,9,11,8,1,3,5,0,0,0,0,7,41,0
6,0,3,11,8,1,7,3,0,0,0,0,11,0,0
5,4,0,9,12,2,5,3,0,0,0,0,15,0,0
1,0,4,11,8,0,8,0,0,0,0,0,12,20,0
10,0,3,11,8,1,3,3,0,0,0,0,17,0,0
10,0,3,6,4,1,2,5,0,0,0,0,17,24,0
12,4,3,11,8,1,2,5,0,0,0,0,15,24,0
1,0,4,15,9,2,3,1,0,0,0,0,10,0,0
0,0,2,1,6,2,3,1,0,0,0,0,2,0,0
1,0,3,15,9,2,8,1,0,0,0,0,12,0,0
11,4,2,12,13,1,5,3,0,0,0,0,12,0,0
1,0,6,11,8,2,4,5,4,0,0,0,12,0,0
14,1,0,9,12,0,5,0,0,0,0,0,2,0,0
10,0,6,7,11,4,3,5,0,0,0,0,12,12,0
1,0,4,15,9,2,2,1,0,0,0,0,7,0,0
15,0,5,5,3,1,5,4,0,0,0,0,6,41,0
18,0,3,11,8,4,8,5,0,0,0,0,12,0,0
6,0,3,15,9,2,8,5,0,0,0,0,12,5,0
3,8,4,5,3,2,14,3,0,0,0,0,10,20,0
10,4,0,12,13,1,5,5,0,0,0,0,13,0,0
18,5,3,10,15,2,5,3,0,0,1,0,12,0,1
12,1,6,9,12,0,5,0,0,0,0,0,6,0,1
3,0,3,11,8,2,10,3,0,0,0,0,15,0,0
8,3,1,15,9,1,8,3,0,0,0,0,9,0,0
5,0,2,8,10,2,1,3,0,0,0,0,12,0,0
8,0,2,11,8,2,3,5,0,0,0,0,19,0,0
4,0,0,11,8,0,3,0,0,0,0,0,14,0,0
0,0,1,0,5,2,2,1,0,0,0,0,4,0,0
1,0,4,15,9,2,2,1,0,0,0,0,4,0,0
15,0,3,1,6,4,2,3,0,0,0,0,12,0,0
3,0,2,11,8,2,4,3,0,0,0,0,15,0,0
3,8,0,15,9,2,14,3,2,0,0,0,6,0,0
16,0,4,11,8,1,8,5,0,0,0,0,11,0,0
3,0,5,11,8,2,8,3,0,0,0,0,12,0,0
7,0,6,15,9,2,8,1,0,0,0,0,12,0,0
2,0,2,9,12,2,2,3,0,0,0,0,10,0,0
15,0,2,9,12,3,4,5,0,0,0,0,12,0,0
4,0,6,15,9,2,8,1,0,0,0,0,13,0,0
25,0,3,11,8,4,5,3,0,0,0,0,4,0,0
1,8,7,15,9,2,14,1,0,0,0,0,10,0,0
5,0,7,9,12,2,4,3,4,0,0,0,12,0,0
14,1,4,8,10,0,3,0,0,0,0,0,9,0,0
11,0,3,15,9,0,2,0,0,0,1,0,12,0,0
11,0,3,11,8,0,4,0,0,0,0,0,8,0,1
7,4,2,8,10,2,8,3,0,0,0,0,13,0,0
15,0,3,14,14,2,5,3,0,0,0,0,12,0,0
6,0,6,15,9,2,0,3,4,0,0,0,15,0,0
0,0,2,1,6,2,3,1,0,0,0,0,4,0,0
2,0,0,7,11,2,3,1,0,0,0,0,3,0,0
8,0,2,9,12,1,5,5,4,0,4,0,14,0,1
7,0,6,1,6,2,7,5,0,0,0,0,12,0,0
14,0,0,11,8,1,8,5,2,0,0,0,14,0,0
12,0,4,11,8,3,5,5,4,0,0,0,12,0,0
6,0,0,11,8,2,1,3,0,0,0,0,12,0,0
12,0,2,11,8,1,2,3,4,0,0,0,12,0,0
2,0,4,11,8,2,2,3,0,0,0,0,12,0,0
4,0,3,15,9,2,8,1,0,0,0,0,12,0,0
4,0,4,8,10,3,8,1,0,0,0,0,12,0,0
10,0,4,15,9,5,1,5,0,0,0,0,14,0,0
5,0,4,6,4,1,4,5,0,0,0,0,12,0,0
8,0,2,11,8,1,2,3,3,0,0,0,12,24,0
16,0,4,15,9,1,8,4,0,0,0,0,12,0,0
7,0,8,15,9,1,8,5,0,0,0,0,11,0,0
9,5,0,9,12,2,0,3,0,0,0,0,13,0,0
6,0,0,15,9,2,3,3,4,0,0,0,12,0,0
21,1,8,11,8,4,9,3,0,0,0,0,4,0,0
3,0,3,15,9,2,8,1,0,0,0,0,12,0,0
8,0,5,9,12,1,4,5,0,0,0,0,14,0,0
4,0,2,9,12,2,8,1,0,0,0,0,12,21,0
0,0,5,15,9,2,8,1,1,0,0,0,6,5,0
5,4,1,11,8,3,2,5,0,0,0,0,8,0,0
15,0,2,11,8,4,0,5,0,0,0,0,11,0,0
10,0,4,9,12,1,4,1,0,0,0,0,12,0,0
0,0,0,1,6,2,3,3,0,0,0,0,6,0,0
7,4,1,9,12,1,5,5,0,0,0,0,12,0,0
7,0,3,11,8,1,2,3,4,0,0,0,9,0,0
5,0,4,11,8,1,2,5,0,0,0,0,12,0,0
1,0,7,15,9,2,8,3,0,0,0,0,7,0,0
3,0,8,15,9,2,6,3,0,0,0,0,10,0,0
11,1,2,11,8,1,2,5,0,0,0,0,12,0,0
9,0,5,15,9,3,8,5,4,0,0,0,12,0,0
16,8,11,6,4,1,14,3,0,0,0,0,3,0,0
2,0,4,11,8,2,8,1,0,0,0,0,10,0,0
11,3,4,15,9,2,8,5,4,0,0,0,12,0,0
9,0,3,11,8,0,2,0,4,0,0,0,10,0,0
5,0,2,6,4,1,8,3,0,0,0,0,12,0,0
7,0,7,0,5,2,2,5,4,0,0,0,11,0,0
11,4,3,15,9,1,5,3,0,0,0,12,12,0,0
7,0,0,15,9,0,8,0,0,0,2,0,6,0,1
13,4,1,12,13,1,5,3,0,0,0,0,12,0,0
9,0,8,9,12,0,8,0,4,0,0,0,12,0,0
3,0,6,11,8,2,6,5,4,0,0,0,7,0,0
6,3,1,11,8,1,8,5,0,0,0,0,12,0,0
7,0,2,9,12,2,8,3,0,0,0,0,15,0,0
3,0,4,11,8,2,1,3,0,0,0,0,12,0,0
9,4,2,12,13,2,5,3,0,0,0,0,14,0,0
1,0,2,15,9,2,8,1,0,0,0,0,6,0,0
6,0,4,15,9,0,2,0,0,0,0,0,10,0,0
13,4,3,12,13,1,5,3,0,0,0,0,10,0,1
8,0,0,8,10,1,2,5,0,0,0,0,11,0,0
20,0,5,0,5,4,10,3,0,0,0,0,12,0,0
